armor_type	str_mod	cr	dex_mod	damage_resistances	wis	vulnerabilities	wis_save	hp_average	name	passive_perception	actions	legnedary_actions	launguages	xp	size	cha_save	armor_class	dex_save	con_mod	senses	skills	con_save	speed	str	damage_immunities	wis_mod	reactions	int_mod	condition_immunities	cha	cha_mod	dex	con	int_save	alignment	int	type	hp_source	str_save	special_abilties
Natural Armor	+6	10	-1		11			178	Stone Golem	10	"[{""Name"":""Multiattack"";""Desc"":""The golem makes two slam attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""10"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""3d8 + 6"";""Damage Type"":""bludgeoning""};{""Name"":""Slow (Recharge 5-6)"";""Desc"":""The golem targets one or more creatures it can see within 10 ft. of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save; a target can't use reactions; its speed is halved; and it can't make more than one attack on its turn. In addition; the target can take either an action or a bonus action on its turn; not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success.""}]"		Understands The Languages Of Its Creator But Can't Speak	5900	Large		17		+5	Darkvision 120 Ft.			30 ft.	22	Poison; Psychic; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons That Aren't Adamantine	+0		-4	Charmed; Exhaustion; Frightened; Paralyzed; Petrified; Poisoned	1	-5	9	20		Unaligned	3	construct	17d10+85		"[{""Name"":""Immutable Form"";""Desc"":""The golem is immune to any spell or effect that would alter its form.""};{""Name"":""Magic Resistance"";""Desc"":""The golem has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The golem's weapon attacks are magical.""}]"
Scale Mail	+9	13	+2	Cold	18		+9	230	Storm Giant	19	"[{""Name"":""Multiattack"";""Desc"":""The giant makes two greatsword attacks.""};{""Name"":""Greatsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""6d6 + 9"";""Damage Type"":""slashing""};{""Name"":""Rock"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""14"";""Reach"":""60/240 ft."";""Target"":""one target"";""Damage"":""4d12 + 9"";""Damage Type"":""bludgeoning""};{""Name"":""Lightning Strike (Recharge 5-6)"";""Desc"":""The giant hurls a magical lightning bolt at a point it can see within 500 feet of it. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw; taking 54 (12d8) lightning damage on a failed save; or half as much damage on a successful one.""}]"		Common; Giant	10000	Huge	+9	16		+5		Arcana +8; Athletics +14; History +8; Perception +9	+10	50 ft.; swim 50 ft.	29	Lightning; Thunder	+4		+3		18	+4	14	20		Chaotic Good	16	giant	20d12+100	+14	"[{""Name"":""Amphibious"";""Desc"":""The giant can breathe air and water.""};{""Name"":""Innate Spellcasting"";""Desc"":""The giant's innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells; requiring no material components: <br><br>At will: detect magic; feather fall; levitate; light<br>3/day each: control weather; water breathing""}]"
Natural Armor	-1	4	+3	Cold; Fire; Lightning; Poison; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	12			66	Succubus (Incubus)	15	"[{""Name"":""Claw (Fiend Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""slashing""};{""Name"":""Charm"";""Desc"":""One humanoid the fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically charmed for 1 day. The charmed target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal command; it can repeat the saving throw; ending the effect on a success. If the target successfully saves against the effect; or if the effect on it ends; the target is immune to this fiend's Charm for the next 24 hours.<br>The fiend can have only one target charmed at a time. If it charms another; the effect on the previous target ends.""};{""Name"":""Draining Kiss"";""Desc"":""The fiend kisses a creature charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic; taking 32 (5d10 + 5) psychic damage on a failed save; or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.""};{""Name"":""Etherealness"";""Desc"":""The fiend magically enters the Ethereal Plane from the Material Plane; or vice versa.""}]"		Abyssal; Common; Infernal; Telepathy 60 Ft.	1100	Medium		15		+1	Darkvision 60 Ft.	Deception +9; Insight +5; Perception +5; Persuasion +9; Stealth +7		30 ft.; fly 60 ft.	8		+1		+2		20	+5	17	13		Neutral Evil	15	fiend (shapechanger)	12d8+12		"[{""Name"":""Telepathic Bond"";""Desc"":""The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don't even need to be on the same plane of existence.""};{""Name"":""Shapechanger"";""Desc"":""The fiend can use its action to polymorph into a Small or Medium humanoid; or back into its true form. Without wings; the fiend loses its flying speed. Other than its size and speed; its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""}]"
	-3	1/4	+2	Bludgeoning; Piercing; Slashing	12			22	Swarm of Bats	11	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""0 ft."";""Target"":""one creature in the swarm's space"";""Damage"":""2d4"";""Damage Type"":""piercing"";""Damage 2"":""1d4"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			50	Medium		12		+0	Blindsight 60 Ft.			0 ft.; fly 30 ft.	5		+1		-4	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	4	-3	15	10		Unaligned	2	swarm of tiny beasts	5d8		"[{""Name"":""Echolocation"";""Desc"":""The swarm can't use its blindsight while deafened.""};{""Name"":""Keen Hearing"";""Desc"":""The swarm has advantage on Wisdom (Perception) checks that rely on hearing.""};{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain hit points or gain temporary hit points.""}]"
Natural Armor	-4	1/2	+1	Bludgeoning; Piercing; Slashing	7			22	Swarm of Beetles	8	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""0 ft."";""Target"":""one target in the swarm's space"";""Damage"":""4d4"";""Damage Type"":""piercing"";""Damage 2"":""2d4"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			100	Medium		12		+0	Blindsight 10 Ft.			20 ft.; burrow 5 ft.; climb 20 ft.	3		-2		-5	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	1	-5	13	10		Unaligned	1	swarm of tiny beasts	5d8		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""}]"
Natural Armor	-4	1/2	+1	Bludgeoning; Piercing; Slashing	7			22	Swarm of Centipedes	8	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""0 ft."";""Target"":""one target in the swarm's space"";""Damage"":""4d4"";""Damage Type"":""piercing"";""Damage 2"":""2d4"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer<br>A creature reduced to 0 hit points by a swarm of centipedes is stable but poisoned for 1 hour; even after regaining hit points; and paralyzed while poisoned in this way""}]"			100	Medium		12		+0	Blindsight 10 Ft.			20 ft.; climb 20 ft.	3		-2		-5	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	1	-5	13	10		Unaligned	1	swarm of tiny beasts	5d8		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""}]"
Natural Armor	-4	1/2	+1	Bludgeoning; Piercing; Slashing	7			22	Swarm of Insects	8	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""0 ft."";""Target"":""one target in the swarm's space"";""Damage"":""4d4"";""Damage Type"":""piercing"";""Damage 2"":""2d4"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			100	Medium		12		+0	Blindsight 10 Ft.			20 ft.; climb 20 ft.	3		-2		-5	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	1	-5	13	10		Unaligned	1	swarm of tiny beasts	5d8		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""}]"
	-1	2	+4	Bludgeoning; Piercing; Slashing	10			36	Swarm of Poisonous Snakes	10	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""0 ft."";""Target"":""one creature in the swarm's space"";""Damage"":""2d6"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer The target must make a DC 10 Constitution saving throw; taking 14 (4d6) poison damage on a failed save; or half as much damage on a successful one""}]"			450	Medium		14		+0	Blindsight 10 Ft.			30 ft.; swim 30 ft.	8		+0		-5	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	3	-4	18	11		Unaligned	1	swarm of tiny beasts	8d8		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain hit points or gain temporary hit points.""}]"
	+1	1	+3	Bludgeoning; Piercing; Slashing	7			28	Swarm of Quippers	8	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""0 ft."";""Target"":""one creature in the swarm's space"";""Damage"":""4d6"";""Damage Type"":""piercing"";""Damage 2"":""2d6"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			200	Medium		13		-1	Darkvision 60 Ft.			0 ft.; swim 40 ft.	13		-2		-5	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	2	-4	16	9		Unaligned	1	swarm of tiny beasts	8d8-8		"[{""Name"":""Blood Frenzy"";""Desc"":""The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.""};{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.""};{""Name"":""Water Breathing"";""Desc"":""The swarm can breathe only underwater.""}]"
	-1	1/4	+0	Bludgeoning; Piercing; Slashing	10			24	Swarm of Rats	10	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""0 ft."";""Target"":""one target in the swarm's space"";""Damage"":""2d6"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			50	Medium		10		-1	Darkvision 30 Ft.			30 ft.	9		+0		-4	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	3	-4	11	9		Unaligned	2	swarm of tiny beasts	7d8-7		"[{""Name"":""Keen Smell"";""Desc"":""The swarm has advantage on Wisdom (Perception) checks that rely on smell.""};{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.""}]"
	-2	1/4	+2	Bludgeoning; Piercing; Slashing	12			24	Swarm of Ravens	15	"[{""Name"":""Beaks"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target in the swarm's space"";""Damage"":""2d6"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			50	Medium		12		-1				10 ft.; fly 50 ft.	6		+1		-4	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	6	-2	14	8		Unaligned	3	swarm of tiny beasts	7d8-7		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.""}]"
Natural Armor	-4	1/2	+1	Bludgeoning; Piercing; Slashing	7			22	Swarm of Spiders	8	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""0 ft."";""Target"":""one target in the swarm's space"";""Damage"":""4d4"";""Damage Type"":""piercing"";""Damage 2"":""2d4"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			100	Medium		12		+0	Blindsight 10 Ft.			20 ft.; climb 20 ft.	3		-2		-5	Charmed; Frightened; Paralyzed; Petrified; Prone; Restrained; Stunned	1	-5	13	10		Unaligned	1	swarm of tiny beasts	5d8		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""};{""Name"":""Spider Climb"";""Desc"":""The swarm can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""};{""Name"":""Web Sense"";""Desc"":""While in contact with a web; the swarm knows the exact location of any other creature in contact with the same web.""};{""Name"":""Web Walker"";""Desc"":""The swarm ignores movement restrictions caused by webbing.""}]"
Natural Armor	-4	1/2	+1	Bludgeoning; Piercing; Slashing	7			22	Swarm of Wasps	8	"[{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""0 ft."";""Target"":""one target in the swarm's space"";""Damage"":""4d4"";""Damage Type"":""piercing"";""Damage 2"":""2d4"";""Damage 2 Type"":""piercing"";""Desc"":""Or if the swarm has half of its hit points or fewer""}]"			100	Medium		12		+0	Blindsight 10 Ft.			5 ft.; fly 30 ft.	3		-2		-5	Charmed; Frightened; Grappled; Paralyzed; Petrified; Prone; Restrained; Stunned	1	-5	13	10		Unaligned	1	swarm of tiny beasts	5d8		"[{""Name"":""Swarm"";""Desc"":""The swarm can occupy another creature's space and vice versa; and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""}]"
Natural Armor	+10	30	+0		11		+9	676	Tarrasque	10	"[{""Name"":""Multiattack"";""Desc"":""The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite; two with its claws; one with its horns; and one with its tai l. It can use its Swallow instead of its bite.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""19"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""4d12 + 10"";""Damage Type"":""piercing"";""Desc"":""If the target is a creature; it is grappled (escape DC 20). Until this grapple ends; the target is restrained; and the tarrasque can't bite another target""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""19"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""4d8 + 10"";""Damage Type"":""slashing""};{""Name"":""Horns"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""19"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""4d10 + 10"";""Damage Type"":""piercing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""19"";""Reach"":""20 ft."";""Target"":""one target"";""Damage"":""4d6 + 10"";""Damage Type"":""bludgeoning"";""Desc"":""If the target is a creature; it must succeed on a DC 20 Strength saving throw or be knocked prone""};{""Name"":""Frightful Presence"";""Desc"":""Each creature of the tarrasque's choice within 120 feet of it and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns; with disadvantage if the tarrasque is within line of sight; ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it; the creature is immune to the tarrasque's Frightful Presence for the next 24 hours.""};{""Name"":""Swallow"";""Desc"":""The tarrasque makes one bite attack against a Large or smaller creature it is grappling. If the attack hits; the target takes the bite's damage; the target is swallowed; and the grapple ends. While swallowed; the creature is blinded and restrained; it has total cover against attacks and other effects outside the tarrasque; and it takes 56 (16d6) acid damage at the start of each of the tarrasque's turns.<br>If the tarrasque takes 60 damage or more on a single turn from a creature inside it; the tarrasque must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures; which fall prone in a space within 10 feet of the tarrasque. If the tarrasque dies; a swallowed creature is no longer restrained by it and can escape from the corpse by using 30 feet of movement; exiting prone.""}]"	"[{""Name"":""Attack"";""Desc"":""The tarrasque makes one claw attack or tail attack.""};{""Name"":""Move"";""Desc"":""The tarrasque moves up to half its speed.""};{""Name"":""Chomp (Costs 2 Actions)"";""Desc"":""The tarrasque makes one bite attack or uses its Swallow.""}]"		155000	Gargantuan	+9	25		+10	Blindsight 120 Ft.			40 ft.	30	Fire; Poison; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	+0		-4	Charmed; Frightened; Paralyzed; Poisoned	11	+0	11	30	+5	Unaligned	3	monstrosity (titan)	33d20+330		"[{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the tarrasque fails a saving throw; it can choose to succeed instead.""};{""Name"":""Magic Resistance"";""Desc"":""The tarrasque has advantage on saving throws against spells and other magical effects.""};{""Name"":""Reflective Carapace"";""Desc"":""Any time the tarrasque is targeted by a magic missile spell; a line spell; or a spell that requires a ranged attack roll; roll a d6. On a 1 to 5; the tarrasque is unaffected. On a 6; the tarrasque is unaffected; and the effect is reflected back at the caster as though it originated from the tarrasque; turning the caster into the target.""};{""Name"":""Siege Monster"";""Desc"":""The tarrasque deals double damage to objects and structures.""}]"
Leather Armor	+2	1/2	+0		10			32	Thug	10	"[{""Name"":""Multiattack"";""Desc"":""The thug makes two melee attacks.""};{""Name"":""Mace"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d6 + 2"";""Damage Type"":""bludgeoning""};{""Name"":""Heavy Crossbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""2"";""Reach"":""100/400 ft."";""Target"":""one target"";""Damage"":""1d10"";""Damage Type"":""piercing""}]"		Any One Language (Usually Common)	100	Medium		11		+2		Intimidation +2		30 ft.	15		+0		+0		11	+0	11	14		Any Non-good Alignment	10	humanoid (any race)	5d8+10		"[{""Name"":""Pack Tactics"";""Desc"":""The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]"
	+3	1	+2		12			37	Tiger	13	"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 3"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""slashing""}]"			200	Large		12		+2	Darkvision 60 Ft.	Perception +3; Stealth +6		40 ft.	17		+1		-4		8	-1	15	14		Unaligned	3	beast	5d10+10		"[{""Name"":""Keen Smell"";""Desc"":""The tiger has advantage on Wisdom (Perception) checks that rely on smell.""};{""Name"":""Pounce"";""Desc"":""If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn; that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone; the tiger can make one bite attack against it as a bonus action.""}]"
Natural Armor	+6	9	-1	Bludgeoning; Piercing	16	Fire		138	Treant	13	"[{""Name"":""Multiattack"";""Desc"":""The treant makes two slam attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""10"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""3d6 + 6"";""Damage Type"":""bludgeoning""};{""Name"":""Rock"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""10"";""Reach"":""60/180 ft."";""Target"":""one target"";""Damage"":""4d10 + 6"";""Damage Type"":""bludgeoning""};{""Name"":""Animate Trees (1/Day)"";""Desc"":""The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant; except they have Intelligence and Charisma scores of 1; they can't speak; and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.""}]"		Common; Druidic; Elvish; Sylvan	5000	Huge		16		+5				30 ft.	23		+3		+1		12	+1	8	21		Chaotic Good	12	plant	12d12+60		"[{""Name"":""False Appearance"";""Desc"":""While the treant remains motionless; it is indistinguishable from a normal tree.""};{""Name"":""Siege Monster"";""Desc"":""The treant deals double damage to objects and structures.""}]"
Hide Armor	+1	1/8	+0		11			11	Tribal Warrior	10	"[{""Name"":""Spear"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 1"";""Damage Type"":""piercing"";""Desc"":""two handed""};{""Name"":""Spear"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 1"";""Damage Type"":""piercing""};{""Name"":""Spear"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""3"";""Reach"":""20/60 ft."";""Target"":""one target"";""Damage"":""1d6 + 1"";""Damage Type"":""piercing""}]"		Any One Language	25	Medium		12		+1				30 ft.	13		+0		-1		8	-1	11	12		Any Alignment	8	humanoid (any race)	2d8+2		"[{""Name"":""Pack Tactics"";""Desc"":""The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]"
Natural Armor	+6	5	-1		11			95	Triceratops	10	"[{""Name"":""Gore"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""4d8 + 6"";""Damage Type"":""piercing""};{""Name"":""Stomp"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one prone creature"";""Damage"":""3d10 + 6"";""Damage Type"":""bludgeoning""}]"			1800	Huge		13		+3				50 ft.	22		+0		-4		5	-3	9	17		Unaligned	2	beast	10d12+30		"[{""Name"":""Trampling Charge"";""Desc"":""If the triceratops moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn; that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone; the triceratops can make one stomp attack against it as a bonus action.""}]"
Natural Armor	+4	5	+1		9			84	Troll	12	"[{""Name"":""Multiattack"";""Desc"":""The troll makes three attacks: one with its bite and two with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 4"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""slashing""}]"		Giant	1800	Large		15		+5	Darkvision 60 Ft.	Perception +2		30 ft.	18		-1		-2		7	-2	13	20		Chaotic Evil	7	giant	8d10+40		"[{""Name"":""Keen Smell"";""Desc"":""The troll has advantage on Wisdom (Perception) checks that rely on smell.""};{""Name"":""Regeneration"";""Desc"":""The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage; this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.""};{""Name"":""Variant: Loathsome Limbs"";""Desc"":""Whenever the troll takes at least 15 slashing damage at one time; roll a d20 to determine what else happens to it: <br>1-10: Nothing else happens.<br>11-14: One leg is severed from the troll if it has any legs left.<br>15- 18: One arm is severed from the troll if it has any arms left.<br>19-20: The troll is decapitated; but the troll dies only if it can't regenerate. If it dies; so does the severed head.<br>If the troll finishes a short or long rest without reattaching a severed limb or head; the part regrows. At that point; the severed part dies. Until then; a severed part acts on the troll's initiative and has its own action and movement. A severed part has AC 13; 10 hit points; and the troll's Regeneration trait.<br>A severed leg is unable to attack and has a speed of 5 feet.<br>A severed arm has a speed of 5 feet and can make one claw attack on its turn; with disadvantage on the attack roll unless the troll can see the arm and its target. Each time the troll loses an arm; it loses a claw attack.<br>If its head is severed; the troll loses its bite attack and its body is blinded unless the head can see it. The severed head has a speed of 0 feet and the troll's Keen Smell trait. It can make a bite attack but only against a target in its space.<br>The troll's speed is halved if it's missing a leg. If it loses both legs; it falls prone. If it has both arms; it can crawl. With only one arm; it can still crawl; but its speed is halved. With no arms or legs; its speed is 0; and it can't benefit from bonuses to speed.""}]"
Natural Armor	+7	8	+0		12			136	Tyrannosaurus Rex	14	"[{""Name"":""Multiattack"";""Desc"":""The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""10"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""4d12 + 7"";""Damage Type"":""piercing"";""Desc"":""If the target is a Medium or smaller creature; it is grappled (escape DC 17). Until this grapple ends; the target is restrained; and the tyrannosaurus can't bite another target""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""10"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""3d8 + 7"";""Damage Type"":""bludgeoning""}]"			3900	Huge		13		+4		Perception +4		50 ft.	25		+1		-4		9	-1	10	19		Unaligned	2	beast	13d12+52		
