Name,Tags/Lair,Environment,Source,Page,Reference,SRD,armor_type,str_mod,cr,dex_mod,damage_resistances,wis,vulnerabilities,wis_save,hp_average,passive_perception,actions,legnedary_actions,launguages,xp,size,cha_save,armor_class,dex_save,con_mod,senses,skills,con_save,speed,str,damage_immunities,wis_mod,reactions,int_mod,condition_immunities,cha,cha_mod,dex,con,int_save,alignment,int,type,hp_source,str_save,special_abilties
Bone Naga,,Underdark,MM,233.0,MM233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuul,,Underdark,MM,40.0,MM40,Y,Natural Armor,4.0,4,0.0,,11.0,,,93.0,14.0,"[{""Name"":""Multiattack"";""Desc"":""The chuul makes two pincer attacks. If the chuul is grappling a creature; the chuul can also use its tentacles once.""};{""Name"":""Pincer"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning"";""Desc"":""The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn't have two other creatures grappled""};{""Name"":""Tentacles"";""Desc"":""One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends; the target is paralyzed. The target can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success.""}]",,Understands Deep Speech But Can't Speak,1100.0,Large,,16.0,,3.0,Darkvision 60 Ft.,Perception +4,,30 ft.; swim 30 ft.,19.0,Poison,0.0,,-3.0,Poisoned,5.0,-3.0,10.0,16.0,,Chaotic Evil,5.0,aberration,11d10+33,,"[{""Name"":""Amphibious"";""Desc"":""The chuul can breathe air and water.""};{""Name"":""Sense Magic"";""Desc"":""The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn't itself magical.""}]"
Couatl,,Desert; Forest; Grassland; Urban,MM,43.0,MM43,Y,Natural Armor,3.0,4,5.0,Radiant,20.0,,7.0,97.0,15.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d6 + 5"";""Damage Type"":""piercing"";""Desc"":""The target must succeed on a dc 13 constitution saving throw or be poisoned for 24 hours Until this poison ends; the target is unconscious. Another creature can use an action to shake the target awake""};{""Name"":""Constrict"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""10 ft."";""Target"":""one medium or smaller creature"";""Damage"":""2d6 + 3"";""Damage Type"":""bludgeoning"";""Desc"":""The target is grappled (escape dc 15) Until this grapple ends; the target is restrained; and the couatl can't constrict another target""};{""Name"":""Change Shape"";""Desc"":""The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own; or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice).<br>In a new form; the couatl retains its game statistics and ability to speak; but its AC; movement modes; Strength; Dexterity; and other actions are replaced by those of the new form; and it gains any statistics and capabilities (except class features; legendary actions; and lair actions) that the new form has but that it lacks. If the new form has a bite attack; the couatl can use its bite in that form.""}]",,All; Telepathy 120 Ft.,1100.0,Medium,6.0,19.0,,3.0,Truesight 120 Ft.,,5.0,30 ft.; fly 90 ft.,16.0,Psychic; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,5.0,,4.0,,18.0,4.0,20.0,17.0,,Lawful Good,18.0,celestial,13d8+39,,"[{""Name"":""Innate Spellcasting"";""Desc"":""The couatl's spellcasting ability is Charisma (spell save DC 14). It can innately cast the following spells; requiring only verbal components: <br><br>At will: detect evil and good; detect magic; detect thoughts<br>3/day each: bless; create food and water; cure wounds; lesser restoration; protection from poison; sanctuary; shield<br>1/day each: dream; greater restoration; scrying""};{""Name"":""Magic Weapons"";""Desc"":""The couatl's weapon attacks are magical.""};{""Name"":""Shielded Mind"";""Desc"":""The couatl is immune to scrying and to any effect that would sense its emotions; read its thoughts; or detect its location.""}]"
Elephant,,Grassland,MM,322.0,MM322,,Natural Armor,6.0,4,-1.0,,11.0,,,76.0,10.0,"[{""Name"":""Gore"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""3d8 + 6"";""Damage Type"":""piercing""};{""Name"":""Stomp"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one prone creature"";""Damage"":""3d10 + 6"";""Damage Type"":""bludgeoning""}]",,,1100.0,Huge,,12.0,,3.0,,,,40 ft.,22.0,,0.0,,-4.0,,6.0,-2.0,9.0,17.0,,Unaligned,3.0,beast,8d12+24,,"[{""Name"":""Trampling Charge"";""Desc"":""If the elephant moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn; that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone; the elephant can make one stomp attack against it as a bonus action.""}]"
Ettin,,Hills; Mountain; Underdark,MM,132.0,MM132,Y,Natural Armor,5.0,4,-1.0,,10.0,,,85.0,14.0,"[{""Name"":""Multiattack"";""Desc"":""The ettin makes two attacks: one with its battleaxe and one with its morningstar.""};{""Name"":""Battleaxe"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 5"";""Damage Type"":""slashing""};{""Name"":""Morningstar"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 5"";""Damage Type"":""piercing""}]",,Giant; Orc,1100.0,Large,,12.0,,3.0,Darkvision 60 Ft.,Perception +4,,40 ft.,21.0,,0.0,,-2.0,,8.0,-1.0,8.0,17.0,,Chaotic Evil,6.0,giant,10d10+30,,"[{""Name"":""Two Heads"";""Desc"":""The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded; charmed; deafened; frightened; stunned; and knocked unconscious.""};{""Name"":""Wakeful"";""Desc"":""When one of the ettin's heads is asleep; its other head is awake.""}]"
Flameskull,,Underdark,MM,134.0,MM134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost,,Underdark; Urban,MM,147.0,MM147,Y,,-2.0,4,1.0,Acid; Fire; Lightning; Thunder; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,12.0,,,45.0,11.0,"[{""Name"":""Withering Touch"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""4d6 + 3"";""Damage Type"":""necrotic""};{""Name"":""Etherealness"";""Desc"":""The ghost enters the Ethereal Plane from the Material Plane; or vice versa. It is visible on the Material Plane while it is in the Border Ethereal; and vice versa; yet it can't affect or be affected by anything on the other plane.""};{""Name"":""Horrifying Visage"";""Desc"":""Each non-undead creature within 60 ft. of the ghost that can see it must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. If the save fails by 5 or more; the target also ages 1d4 _ 10 years. A frightened target can repeat the saving throw at the end of each of its turns; ending the frightened condition on itself on a success. If a target's saving throw is successful or the effect ends for it; the target is immune to this ghost's Horrifying Visage for the next 24 hours. The aging effect can be reversed with a greater restoration spell; but only within 24 hours of it occurring.""};{""Name"":""Possession (Recharge 6)"";""Desc"":""One humanoid that the ghost can see within 5 ft. of it must succeed on a DC 13 Charisma saving throw or be possessed by the ghost; the ghost then disappears; and the target is incapacitated and loses control of its body. The ghost now controls the body but doesn't deprive the target of awareness. The ghost can't be targeted by any attack; spell; or other effect; except ones that turn undead; and it retains its alignment; Intelligence; Wisdom; Charisma; and immunity to being charmed and frightened. It otherwise uses the possessed target's statistics; but doesn't gain access to the target's knowledge; class features; or proficiencies.<br> The possession lasts until the body drops to 0 hit points; the ghost ends it as a bonus action; or the ghost is turned or forced out by an effect like the dispel evil and good spell. When the possession ends; the ghost reappears in an unoccupied space within 5 ft. of the body. The target is immune to this ghost's Possession for 24 hours after succeeding on the saving throw or after the possession ends.""}]",,Any Languages It Knew In Life,1100.0,Medium,,11.0,,0.0,Darkvision 60 Ft.,,,0 ft.; fly 40 ft. It can hover.,7.0,Cold; Necrotic; Poison,1.0,,0.0,Charmed; Exhaustion; Frightened; Grappled; Paralyzed; Petrified; Poisoned; Prone; Restrained,17.0,3.0,13.0,10.0,,Any Alignment,10.0,undead,10d8,,"[{""Name"":""Ethereal Sight"";""Desc"":""The ghost can see 60 ft. into the Ethereal Plane when it is on the Material Plane; and vice versa.""};{""Name"":""Incorporeal Movement"";""Desc"":""The ghost can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.""}]"
Gnoll Fang of Yeenoghu,gnoll,Desert; Forest; Grassland; Hills,MM,163.0,MM163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmed Horror,,Urban,MM,183.0,MM183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incubus,shapechanger,Urban,MM,285.0,MM285,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamia,,Desert,MM,201.0,MM201,Y,Natural Armor,3.0,4,1.0,,15.0,,,97.0,12.0,"[{""Name"":""Multiattack"";""Desc"":""The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d10 + 3"";""Damage Type"":""slashing""};{""Name"":""Dagger"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 3"";""Damage Type"":""piercing""};{""Name"":""Intoxicating Touch"";""Type Attack"":""Spell Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one creature"";""Desc"":""The target is magically cursed for 1 hour Until the curse ends; the target has disadvantage on Wisdom saving throws and all ability checks""}]",,Abyssal; Common,1100.0,Large,,13.0,,2.0,Darkvision 60 Ft.,Deception +7; Insight +4; Stealth +3,,30 ft.,16.0,,2.0,,2.0,,16.0,3.0,13.0,15.0,,Chaotic Evil,14.0,monstrosity,13d10+26,,"[{""Name"":""Innate Spellcasting"";""Desc"":""The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells; requiring no material components. At will: disguise self (any humanoid form); major image 3/day each: charm person; mirror image; scrying; suggestion 1/day: geas""}]"
Lizard King/Queen,lizardfolk,Forest; Swamp,MM,205.0,MM205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orc War Chief,orc,Arctic; Forest; Grassland; Hills; Mountain; Swamp; Underdark,MM,246.0,MM246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Dragon Wyrmling,,Hills; Mountain,MM,98.0,MM98,Y,Natural Armor,4.0,4,0.0,,11.0,,2.0,75.0,14.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 4"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""fire""};{""Name"":""Fire Breath (Recharge 5-6)"";""Desc"":""The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC l3 Dexterity saving throw; taking 24 (7d6) fire damage on a failed save; or half as much damage on a successful one.""}]",,Draconic,1100.0,Medium,4.0,17.0,2.0,3.0,Blindsight 10 Ft.; Darkvision 60 Ft.,Perception +4; Stealth +2,5.0,30 ft.; climb 30 ft.; fly 60 ft.,19.0,Fire,0.0,,1.0,,15.0,2.0,10.0,17.0,,Chaotic Evil,12.0,dragon,10d8+30,,
Shadow Demon,demon,Extraplanar (Abyss),MM,64.0,MM64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Succubus,shapechanger,Urban,MM,285.0,MM285,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wereboar,"human, shapechanger",Forest; Grassland; Hills,MM,209.0,MM209,Y,In Humanoid Form; 11 In Boar And Hybrid Forms ,3.0,4,0.0,,11.0,,,78.0,12.0,"[{""Name"":""Multiattack (Humanoid or Hybrid Form Only)"";""Desc"":""The wereboar makes two attacks; only one of which can be with its tusks.""};{""Name"":""Maul (Humanoid or Hybrid Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 3"";""Damage Type"":""bludgeoning""};{""Name"":""Tusks (Boar or Hybrid Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 3"";""Damage Type"":""slashing"";""Desc"":""If the target is a humanoid; it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy""}]",,Common (Can't Speak In Boar Form),1100.0,Medium,,10.0,,2.0,,Perception +2,,30 ft. (40 ft. in boar form),17.0,Bludgeoning; Piercing; And Slashing Damage From Nonmagical Weapons That Aren't Silvered,0.0,,0.0,,8.0,-1.0,10.0,15.0,,Neutral Evil,10.0,humanoid (human; shapechanger),12d8+24,,"[{""Name"":""Shapechanger"";""Desc"":""The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar; or back into its true form; which is humanoid. Its statistics; other than its AC; are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""};{""Name"":""Charge (Boar or Hybrid Form Only)"";""Desc"":""If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn; the target takes an extra 7 (2d6) slashing damage. If the target is a creature; it must succeed on a DC 13 Strength saving throw or be knocked prone.""};{""Name"":""Relentless (Recharges after a Short or Long Rest)"";""Desc"":""If the wereboar takes 14 damage or less that would reduce it to 0 hit points; it is reduced to 1 hit point instead.""}]"
Weretiger,"human, shapechanger",Desert; Forest; Grassland,MM,210.0,MM210,Y,,3.0,4,2.0,,13.0,,,120.0,15.0,"[{""Name"":""Multiattack (Humanoid or Hybrid Form Only)"";""Desc"":""In humanoid form; the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form; it can attack like a humanoid or make two claw attacks.""};{""Name"":""Bite (Tiger or Hybrid Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 3"";""Damage Type"":""piercing"";""Desc"":""If the target is a humanoid; it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy""};{""Name"":""Claw (Tiger or Hybrid Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""slashing""};{""Name"":""Scimitar (Humanoid or Hybrid Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""slashing""};{""Name"":""Longbow (Humanoid or Hybrid Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""150/600 ft."";""Target"":""one target"";""Damage"":""1d8 + 2"";""Damage Type"":""piercing""}]",,Common (Can't Speak In Tiger Form),1100.0,Medium,,12.0,,3.0,Darkvision 60 Ft.,Perception +5; Stealth +4,,30 ft. (40 ft. in tiger form),17.0,Bludgeoning; Piercing; And Slashing Damage From Nonmagical Weapons That Aren't Silvered,1.0,,0.0,,11.0,0.0,15.0,16.0,,Neutral,10.0,humanoid (human; shapechanger),16d8+48,,"[{""Name"":""Shapechanger"";""Desc"":""The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger; or back into its true form; which is humanoid. Its statistics; other than its size; are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""};{""Name"":""Keen Hearing and Smell"";""Desc"":""The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell.""};{""Name"":""Pounce (Tiger or Hybrid Form Only)"";""Desc"":""If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn; that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone; the weretiger can make one bite attack against it as a bonus action.""}]"
Air Elemental,,Desert; Mountain,MM,124.0,MM124,Y,,2.0,5,5.0,Lightning; Thunder; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,10.0,,,90.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The elemental makes two slam attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 5"";""Damage Type"":""bludgeoning""};{""Name"":""Whirlwind (Recharge 4-6)"";""Desc"":""Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure; a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a thrown target strikes an object; such as a wall or floor; the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature; that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone.<br>If the saving throw is successful; the target takes half the bludgeoning damage and isn't flung away or knocked prone.""}]",,Auran,1800.0,Large,,15.0,,2.0,Darkvision 60 Ft.,,,Fly 90 ft. (hover),14.0,Poison,0.0,,-2.0,Exhaustion; Grappled; Paralyzed; Petrified; Poisoned; Prone; Restrained; Unconscious,6.0,-2.0,20.0,14.0,,Neutral,6.0,elemental,12d10+24,,"[{""Name"":""Air Form"";""Desc"":""The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.""}]"
Barbed Devil,devil,Extraplanar (Baator),MM,70.0,MM70,Y,Natural Armor,3.0,5,3.0,Cold; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons That Aren't Silvered,14.0,,5.0,110.0,18.0,"[{""Name"":""Multiattack"";""Desc"":""The devil makes three melee attacks: one with its tail and two with its claws. Alternatively; it can use Hurl Flame twice.""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""piercing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 3"";""Damage Type"":""piercing""};{""Name"":""Hurl Flame"";""Type Attack"":""Spell Attack"";""Type"":""Ranged"";""Hit Bonus"":""5"";""Reach"":""150 ft."";""Target"":""one target"";""Damage"":""3d6"";""Damage Type"":""fire"";""Desc"":""If the target is a flammable object that isn't being worn or carried; it also catches fire""}]",,Infernal; Telepathy 120 Ft.,1800.0,Medium,5.0,15.0,,4.0,Darkvision 120 Ft.,Deception +5; Insight +5; Perception +8,7.0,30 ft.,16.0,Fire; Poison,2.0,,1.0,Poisoned,14.0,2.0,17.0,18.0,,Lawful Evil,12.0,fiend (devil),13d8+52,6.0,"[{""Name"":""Barbed Hide"";""Desc"":""At the start of each of its turns; the barbed devil deals 5 (1d10) piercing damage to any creature grappling it.""};{""Name"":""Devil's Sight"";""Desc"":""Magical darkness doesn't impede the devil's darkvision.""};{""Name"":""Magic Resistance"";""Desc"":""The devil has advantage on saving throws against spells and other magical effects.""}]"
Barlgura,demon,Extraplanar (Abyss),MM,56.0,MM56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beholder Zombie,beholder,Underdark,MM,316.0,MM316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulette,,Grassland; Hills; Mountain,MM,34.0,MM34,Y,Natural Armor,4.0,5,0.0,,10.0,,,94.0,16.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""4d12 + 4"";""Damage Type"":""piercing""};{""Name"":""Deadly Leap"";""Desc"":""If the bulette jumps at least 15 ft. as part of its movement; it can then use this action to land on its ft. in a space that contains one or more other creatures. Each of those creatures must succeed on a DC 16 Strength or Dexterity saving throw (target's choice) or be knocked prone and take 14 (3d6 + 4) bludgeoning damage plus 14 (3d6 + 4) slashing damage. On a successful save; the creature takes only half the damage; isn't knocked prone; and is pushed 5 ft. out of the bulette's space into an unoccupied space of the creature's choice. If no unoccupied space is within range; the creature instead falls prone in the bulette's space.""}]",,,1800.0,Large,,17.0,,5.0,Darkvision 60 Ft.; Tremorsense 60 Ft.,Perception +6,,40 ft.; burrow 40 ft.,19.0,,0.0,,-4.0,,5.0,-3.0,11.0,21.0,,Unaligned,2.0,monstrosity,9d10+45,,"[{""Name"":""Standing Leap"";""Desc"":""The bulette's long jump is up to 30 ft. and its high jump is up to 15 ft.; with or without a running start.""}]"
Cambion,,Urban,MM,36.0,MM36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drow Elite Warrior,elf,Underdark,MM,128.0,MM128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Elemental,,Underdark,MM,124.0,MM124,Y,Natural Armor,5.0,5,-1.0,Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,10.0,Thunder,,126.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The elemental makes two slam attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d8 + 5"";""Damage Type"":""bludgeoning""}]",,Terran,1800.0,Large,,17.0,,5.0,Darkvision 60 Ft.; Tremorsense 60 Ft.,,,30 ft.; burrow 30 ft.,20.0,Poison,0.0,,-3.0,Exhaustion; Paralyzed; Petrified; Poisoned; Unconscious,5.0,-3.0,8.0,20.0,,Neutral,5.0,elemental,12d10+60,,"[{""Name"":""Earth Glide"";""Desc"":""The elemental can burrow through nonmagical; unworked earth and stone. While doing so; the elemental doesn't disturb the material it moves through.""};{""Name"":""Siege Monster"";""Desc"":""The elemental deals double damage to objects and structures.""}]"
Fire Elemental,,Desert,MM,125.0,MM125,Y,,0.0,5,3.0,Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,10.0,,,102.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The elemental makes two touch attacks.""};{""Name"":""Touch"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 3"";""Damage Type"":""fire"";""Desc"":""If the target is a creature or a flammable object; it ignites. Until a creature takes an action to douse the fire; the target takes 5 (1d10) fire damage at the start of each of its turns""}]",,Ignan,1800.0,Large,,13.0,,3.0,Darkvision 60 Ft.,,,50 ft.,10.0,Fire; Poison,0.0,,-2.0,Exhaustion; Grappled; Paralyzed; Petrified; Poisoned; Prone; Restrained; Unconscious,7.0,-2.0,17.0,16.0,,Neutral,6.0,elemental,12d10+36,,"[{""Name"":""Fire Form"";""Desc"":""The elemental can move through a space as narrow as 1 inch wide without squeezing. A creature that touches the elemental or hits it with a melee attack while within 5 ft. of it takes 5 (1d10) fire damage. In addition; the elemental can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn; that creature takes 5 (1d10) fire damage and catches fire; until someone takes an action to douse the fire; the creature takes 5 (1d10) fire damage at the start of each of its turns.""};{""Name"":""Illumination"";""Desc"":""The elemental sheds bright light in a 30-foot radius and dim light in an additional 30 ft..""};{""Name"":""Water Susceptibility"";""Desc"":""For every 5 ft. the elemental moves in water; or for every gallon of water splashed on it; it takes 1 cold damage.""}]"
Flesh Golem,,Urban,MM,169.0,MM169,Y,,4.0,5,-1.0,,10.0,,,93.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The golem makes two slam attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""bludgeoning""}]",,Understands The Languages Of Its Creator But Can't Speak,1800.0,Medium,,9.0,,4.0,Darkvision 60 Ft.,,,30 ft.,19.0,Lightning; Poison; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons That Aren't Adamantine,0.0,,-2.0,Charmed; Exhaustion; Frightened; Paralyzed; Petrified; Poisoned,5.0,-3.0,9.0,18.0,,Neutral,6.0,construct,11d8+44,,"[{""Name"":""Berserk"";""Desc"":""Whenever the golem starts its turn with 40 hit points or fewer; roll a d6. On a 6; the golem goes berserk. On each of its turns while berserk; the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack; the golem attacks an object; with preference for an object smaller than itself. Once the golem goes berserk; it continues to do so until it is destroyed or regains all its hit points.<br>The golem's creator; if within 60 feet of the berserk golem; can try to calm it by speaking firmly and persuasively. The golem must be able to hear its creator; who must take an action to make a DC 15 Charisma (Persuasion) check. If the check succeeds; the golem ceases being berserk. If it takes damage while still at 40 hit points or fewer; the golem might go berserk again.""};{""Name"":""Aversion of Fire"";""Desc"":""If the golem takes fire damage; it has disadvantage on attack rolls and ability checks until the end of its next turn.""};{""Name"":""Immutable Form"";""Desc"":""The golem is immune to any spell or effect that would alter its form.""};{""Name"":""Lightning Absorption"";""Desc"":""Whenever the golem is subjected to lightning damage; it takes no damage and instead regains a number of hit points equal to the lightning damage dealt.""};{""Name"":""Magic Resistance"";""Desc"":""The golem has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The golem's weapon attacks are magical.""}]"
Giant Crocodile,,Swamp,MM,324.0,MM324,,Natural Armor,5.0,5,-1.0,,10.0,,,85.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The crocodile makes two attacks: one with its bite and one with its tail.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""3d10 + 5"";""Damage Type"":""piercing"";""Desc"":""The target is grappled (escape dc 16) Until this grapple ends; the target is restrained; and the crocodile can't bite another target""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""10 ft."";""Target"":""one target not grappled by the crocodile"";""Damage"":""2d8 + 5"";""Damage Type"":""bludgeoning"";""Desc"":""If the target is a creature; it must succeed on a DC 16 Strength saving throw or be knocked prone""}]",,,1800.0,Huge,,14.0,,3.0,,Stealth +5,,30 ft.; swim 50 ft.,21.0,,0.0,,-4.0,,7.0,-2.0,9.0,17.0,,Unaligned,2.0,beast,9d12+27,,"[{""Name"":""Hold Breath"";""Desc"":""The crocodile can hold its breath for 30 minutes.""}]"
